id,date,state,county,addr,death,injured,link
2241974,"February 25, 2022",North Carolina,Sanford,1075 Benhaven School Rd,0,1,https://www.wral.com/harnett-county-shooting-leaves-1-injured/20159690/
2241967,"February 25, 2022",Virginia,Virginia Beach,1400 block of Cape Ann Way,0,1,https://www.wavy.com/news/local-news/virginia-beach/1-shot-on-cape-ann-way-in-vb-friday/
2241953,"February 25, 2022",North Carolina,Statesville,1005 Fifth St,0,1,https://www.wcnc.com/article/news/crime/statesville-nc-shooting-911-hangup/275-374f59d6-6180-4b9c-9987-1fd79f6c38b0
2241911,"February 25, 2022",Indiana,Indianapolis,4700 block of Century Plaza Dr,1,0,https://www.wishtv.com/news/crime-watch-8/woman-shot-killed-after-fight-near-bar-on-northwest-side/
2241915,"February 25, 2022",Indiana,Indianapolis (Lawrence),4200 block of Rue Lemans,0,1,https://fox59.com/news/indycrime/lawrence-pd-woman-shot-in-stomach-man-in-custody/
2241904,"February 25, 2022",Ohio,Columbus,100 block of Tarragon Wa,1,0,https://www.nbc4i.com/news/local-news/columbus/one-person-dead-after-shooting-on-columbus-east-side/
2241901,"February 25, 2022",Minnesota,Minneapolis,900 block of Penn Ave N,0,1,https://twitter.com/MN_CRIME/status/1497294729763033100?cxt=HHwWmMC4ufXnuscpAAAA
2241872,"February 25, 2022",Georgia,Columbus,4500 block of Saunders Dr,1,0,https://www.wtvm.com/2022/02/25/1-dead-columbus-duplex-shooting/
2241829,"February 25, 2022",Illinois,Quincy,624 5th St,0,1,https://www.wgem.com/2022/02/25/quincy-police-investigate-shooting/
2241808,"February 25, 2022",Wisconsin,Milwaukee,W Locust St and N 6th St,0,1,https://www.fox6now.com/news/heavy-police-presence-near-milwaukee-pd-district-5
2241822,"February 25, 2022",Maryland,Baltimore,2201 W North Ave,0,2,https://www.baltimoresun.com/news/crime/bs-md-ci-west-baltimore-shooting-injures-2-20220225-ltnxxbmbljf33ocy674kixqwuu-story.html
2241820,"February 25, 2022",Delaware,Dover,835 S Bay Rd,0,1,https://www.wboc.com/news/man-19-shot-at-party-at-american-legion-in-dover/article_b4bda014-964a-11ec-b027-abdeb4dc475a.html
2241810,"February 25, 2022",Florida,Niceville,800 E John Sims Pkwy,0,0,https://www.nwfdailynews.com/story/news/2022/02/25/former-niceville-high-student-arrested-bringing-gun-property/6945109001/
2241800,"February 25, 2022",Texas,Houston,15000 block of Tallshadows Dr,1,0,https://www.click2houston.com/news/local/2022/02/25/shooting-victim-found-dead-inside-vehicle-in-north-harris-county-hcso-says/
2241794,"February 25, 2022",Texas,Fort Worth,12900 block of Trinity Blvd,0,2,https://www.star-telegram.com/news/local/crime/article258770183.html
2241791,"February 25, 2022",Texas,Flint,FM 2868,2,0,https://www.ketk.com/news/two-people-found-dead-in-truck-on-side-of-smith-county-road/
2241763,"February 25, 2022",Texas,Wichita Falls,2700 block of Ridgeway Dr,0,1,https://www.texomashomepage.com/news/local-news/13-year-old-shot-during-car-break-in-attempt-police-say/
2241654,"February 25, 2022",New Mexico,Albuquerque,6701 Fortuna Rd NW,1,0,https://www.koat.com/article/west-mesa-high-school-in-shelter-in-place-following-shooting/39225432
2241741,"February 25, 2022",California,Oakland,200 block of Jayne Ave,0,1,https://www.eastbaytimes.com/2022/02/25/shots-exchanged-between-car-owner-burglary-suspect-in-adams-point-area-of-oakland/
2241721,"February 25, 2022",Florida,Orlando,1700 block of Americana Blvd,0,1,https://www.clickorlando.com/news/local/2022/02/25/woman-found-shot-in-orange-county/
2241694,"February 25, 2022",New York,Bronx,2182 Bathgate Ave,0,1,https://brooklyn.news12.com/nypd-32-year-old-man-shot-in-the-torso-in-the-bronx
2241688,"February 25, 2022",New Mexico,Albuquerque,1st St NW and Tijeras Ave NW,1,0,https://www.kob.com/albuquerque-news/police-man-found-shot-dead-near-convention-center/6404284/?cat=516
2241572,"February 25, 2022",New York,Bronx,2817 Barker Ave,0,1,https://twitter.com/NYC_Alerts911/status/1497201507728506888
2241569,"February 25, 2022",Washington,Auburn,1202 Auburn Way N,0,2,https://komonews.com/news/local/two-shot-at-auburn-memos-restaurant-suspect-search-ongoing
2242087,"February 25, 2022",Louisiana,New Orleans,6300 block of Chef Menteur Hwy,1,0,https://www.wdsu.com/article/nopd-investigating-fatal-shooting/39235927
2242082,"February 25, 2022",Louisiana,Baton Rouge,1300 block of Scenic Hwy,0,1,https://www.wafb.com/2022/02/25/one-person-critical-condition-after-shooting-scenic-highway/
2242080,"February 25, 2022",Arkansas,Jonesboro,1800 block of Georgia Dr,0,1,https://www.kait8.com/2022/02/26/jonesboro-police-respond-shooting-georgia-drive/
2242066,"February 25, 2022",Alabama,Huntsville,2755 Wilson Dr,0,1,https://www.al.com/news/huntsville/2022/02/student-shot-in-incident-at-huntsville-elementary-school.html
2242061,"February 25, 2022",Alabama,Birmingham,900 block of 47th St N,1,0,https://www.al.com/news/birmingham/2022/02/gunfire-in-birminghams-baby-kingston-neighborhood-leaves-1-dead.html
2242000,"February 25, 2022",Kentucky,Grayson,Easterling Cemetery Rd,0,1,https://www.wtvq.com/ksp-investigating-man-shot-during-domestic-violence-situation-in-olive-hill/
2241857,"February 25, 2022",Louisiana,Baton Rouge,Bluebonnet Blvd and Picardy Ave,2,2,https://www.wbrz.com/news/two-dead-in-drive-by-shooting-near-mall-of-louisiana-sources-say/
2241899,"February 25, 2022",Tennessee,Memphis,3000 block of Getwell Rd,1,0,https://wreg.com/news/local/driver-shot-before-deadly-crash-on-getwell/
2241931,"February 25, 2022",Virginia,Danville,110 Riverpoint Dr,0,2,https://www.wfxrtv.com/news/local-news/southside-virginia-news/two-injured-men-facing-charges-after-danville-shooting/
2242041,"February 25, 2022",California,Los Angeles,4025 Coco Ave,0,1,https://twitter.com/DowntownLAScan/status/1496915377585999890
2242039,"February 25, 2022",California,Los Angeles,S Western Ave and W 64th St,0,1,https://twitter.com/DowntownLAScan/status/1497416069702508545
2242027,"February 25, 2022",California,Los Angeles,E 4th St and S Los Angeles St,0,1,https://twitter.com/DowntownLAScan/status/1497448568734433281
2242031,"February 25, 2022",California,Los Angeles,901 S Alameda St,0,1,https://twitter.com/DowntownLAScan/status/1497446602511765511
2242021,"February 25, 2022",New York,New York (Manhattan),2251 1st Ave,0,1,https://twitter.com/NYC_Alerts911/status/1497422357794893825
2242009,"February 25, 2022",California,Sanger,Sanger Ave,0,1,https://abc30.com/sanger-shooting-man-shot/11601429/
2241996,"February 25, 2022",California,Oakland,200 block of Embarcadero West,0,3,https://www.eastbaytimes.com/2022/02/25/oakland-one-man-arrested-after-triple-shooting/
2241994,"February 25, 2022",North Carolina,Charlotte,2219 Senior Dr,0,0,https://www.wsoctv.com/news/local/gun-found-west-charlotte-high-school-source-says/3N457N735ZDI7M4X4O7UIZQQLU/
2241946,"February 24, 2022",Massachusetts,Falmouth,33 Shore St,0,1,https://www.necn.com/news/local/falmouth-man-arrested-after-accidentally-shooting-woman/2686543/
2241350,"February 24, 2022",Virginia,Danville,200 block of Epps St,1,1,https://www.wfxrtv.com/news/local-news/southside-virginia-news/police-investigating-homicide-after-danville-shooting/
2241977,"February 24, 2022",North Carolina,Durham,2105 Bogarde St,0,1,https://www.wral.com/teen-shot-overnight-at-durham-apartment-complex/20158373/
2241532,"February 24, 2022",North Carolina,Fayetteville,4600 block of Fen Ct,1,1,https://www.fayobserver.com/story/news/2022/02/25/fayetteville-man-charged-shooting-two-family-members-killing-one/6942872001/
2241371,"February 24, 2022",Georgia,Atlanta,Piedmont Rd and Rockledge Rd,0,1,https://www.ajc.com/news/crime/breaking-police-investigating-homicide-on-piedmont-road-in-ne-atlanta/V2KXV6GINNG4HJEJXD2I6VCLTY/
2241413,"February 24, 2022",California,San Francisco,2700 block of Mission St,0,1,https://sanfrancisco.cbslocal.com/2022/02/24/man-hospitalized-after-being-shot-in-hip-in-san-franciscos-mission-district/
2241408,"February 24, 2022",New Mexico,Albuquerque,Gold Ave and 6th St,0,1,https://www.kob.com/albuquerque-news/apd-responding-to-downtown-shooting-one-injured/6403709/?cat=500
2241376,"February 24, 2022",Virginia,Portsmouth,Deep Creek Blvd and Jefferson St,0,1,https://www.13newsnow.com/article/news/crime/woman-portsmouth-serious-gunshot-wound/291-16085e33-a668-4b6c-bf1d-9f98cd554502
2241387,"February 24, 2022",California,Oakland,1600 block of 11th Ave,0,1,https://www.mercurynews.com/2022/02/24/man-survives-shooting-in-east-oakland-2/
2241550,"February 24, 2022",South Carolina,Beaufort,159 Joe Frazier Rd,1,0,https://www.live5news.com/2022/02/25/deputies-searching-man-wanted-beaufort-co-shooting/
2241362,"February 24, 2022",Indiana,Peru,2700 block of Capehart Ave,1,0,https://fox59.com/news/indycrime/18-year-old-woman-dead-after-shooting-near-grissom-air-reserve-base/
2241348,"February 24, 2022",Minnesota,Minneapolis,Cedar Ave S and 26th St E,0,1,https://twitter.com/CrimeWatchMpls/status/1496751758705852416
2241346,"February 24, 2022",Minnesota,Minneapolis,E 34th St and Bloomington Ave,0,1,https://twitter.com/CrimeWatchMpls/status/1497013715794759680
2241344,"February 24, 2022",Michigan,Detroit,N/A,0,1,https://www.facebook.com/TheDetroitScanner/posts/pfbid02hv9PS2Mn9y6QkXidL2F5zhRXfkCzt4t9DBMLGcE8CfsdEAeEs4UWVTkYaeymCjMhl?__cft__[0]=AZW9qtisH9ieq_E9SX2HkAXm-nO8IJeuX7wZKSdGjet87PxUskFMUzpBaRn_2a_cJa4dn336qZqk137AluEy6OQ6fTbu-R7ZduGBF7bvmyK1L0dVvlLzDmHRzZ
2241892,"February 24, 2022",Georgia,Atlanta,352 King St SE,0,1,https://www.atlantapd.org/Home/Components/News/News/2239/71
2241890,"February 24, 2022",Michigan,Detroit,16100 block of Meyers Rd,0,1,https://www.facebook.com/TheDetroitScanner/posts/5313050238718988
2241338,"February 24, 2022",Virginia,Aldie,Misty Vale Cir,1,0,https://twitter.com/alanhenney/status/1497010621610561543
2241163,"February 24, 2022",Illinois,Chicago,9700 block of S Halsted St,1,0,https://chicago.suntimes.com/crime/2022/2/24/22949410/man-fatally-shot-while-sitting-parked-vehicle-longwood-manor
2241334,"February 24, 2022",Tennessee,Loudon,5075 Kimberly Way,0,1,https://www.wate.com/news/suspect-injured-in-loudon-shooting-with-law-enforcement/
2241725,"February 24, 2022",Illinois,Chicago,2500 block of S Saint Louis Ave,0,1,https://home.chicagopolice.org/media_incident/2500-block-of-s-st-louis-on-february-24-2022-at-approx-854-p-m-10th-distirct/?fbclid=IwAR3O-B9OlzlGo7QLrJ4t8AS98h7F-CEaYD-5GVK2iNsfgxpTYUbjq3eZEU8
2241879,"February 24, 2022",California,Salinas,Parkside St and Hayes St,1,0,https://www.ksbw.com/article/salinas-shooting-attempted-teen-victim/39217912
2241368,"February 24, 2022",California,Olivehurst,McGowan Pkwy and Fleming Ave,0,1,https://www.sacbee.com/news/local/crime/article258773198.html
2241299,"February 24, 2022",Texas,San Antonio,90 Lanark Dr,0,4,https://www.expressnews.com/news/local/article/Shooting-Northeast-shopping-center-16944047.php
2241851,"February 24, 2022",Georgia,Milledgeville,N/A,1,0,https://www.11alive.com/article/news/crime/10-year-old-boy-in-baldwin-county-dies-from-pellet-gun-3/93-39deed61-9e03-4e5e-a5c0-58ae8a7450c5
2241284,"February 24, 2022",Texas,San Antonio,6840 Pecan Valley Dr,0,1,https://www.ksat.com/news/local/2022/02/24/injured-man-uncooperative-with-police-as-they-investigate-possible-shooting-on-se-side/
