id,date,state,county,addr,death,injured,link
2265501,"March 29, 2022",Texas,Abilene,400 block of S La Salle Dr,1,1,https://www.facebook.com/abilenepd/posts/303762778535561
2265499,"March 29, 2022",Pennsylvania,Philadelphia,6500 block of Elmwood Ave,0,1,https://www.opendataphilly.org/dataset/shooting-victims/resource/a6240077-cbc7-46fb-b554-39417be606ee?fbclid=IwAR30GF4qzNGjSTqMzFesC3-ml2OtdmwXzuPhIfkOVe-RMmxYtJkVF8yPJIM
2265482,"March 29, 2022",Illinois,Chicago,4400 block of N Central Park Ave,0,1,https://home.chicagopolice.org/media_incident/4400-block-of-n-central-park-alley-on-march-29-2022-approx-1247-a-m-17th-district/
2265456,"March 29, 2022",Iowa,Sioux City,Jackson St and 16th St,0,1,https://siouxlandnews.com/news/local/sioux-city-police-investigate-shooting-near-jackson-st
2265445,"March 29, 2022",Florida,Saint Petersburg,Burlington Ave,0,1,https://www.wfla.com/news/pinellas-county/st-pete-man-accused-of-shooting-relative-during-argument/
2265440,"March 29, 2022",Florida,Defuniak Springs,Plateau Ave,0,1,https://www.mypanhandle.com/news/local-news/police-defuniak-springs-man-shoots-girlfriend-and-sets-house-on-fire/
2265436,"March 29, 2022",Maryland,Dundalk,7800 block of St Bridget Ln,0,1,https://baltimore.cbslocal.com/2022/03/29/woman-shot-multiple-times-in-dundalk/
2265393,"March 29, 2022",Ohio,Akron,700 block of Johnston St,0,1,https://www.record-courier.com/story/news/2022/03/29/suspected-burglar-shot-homeowner-inside-akron-home-tuesday-morning-johnston-street/7201849001/
2265222,"March 29, 2022",Maryland,Baltimore,10 block of Ann St,0,1,https://www.facebook.com/BaltimoreCityPolice/posts/338294484992805
2264977,"March 28, 2022",Wisconsin,Milwaukee,2920 W Roosevelt Dr,1,0,https://www.cbs58.com/news/milwaukee-county-medical-examiner-responding-to-homicide-near-29th-and-roosevelt
2265192,"March 28, 2022",South Carolina,Liberty,N/A,1,0,https://www.wyff4.com/article/south-carolina-man-dies-in-his-home/39560351
2265190,"March 28, 2022",Tennessee,Knoxville,3275 Sutherland Ave,1,0,https://www.wbir.com/article/news/crime/kpd-man-killed-after-shooting-on-sutherland-avenue/51-105a0bff-9430-4fca-b8cf-3d377a9a43b9
2265182,"March 28, 2022",Michigan,Detroit,5000 block of Neff Ave,0,1,https://www.facebook.com/TheDetroitScanner/posts/5399862253371119
2265180,"March 28, 2022",Michigan,Detroit,18100 block of Stout St,0,1,https://www.facebook.com/TheDetroitScanner/posts/5399824903374854
2265177,"March 28, 2022",Kentucky,Lexington,1100 block of Kees Rd,0,1,https://www.wkyt.com/2022/03/29/police-one-person-injured-lexington-shooting/
2265169,"March 28, 2022",Ohio,Canton,3500 block of Ellis Ave,2,0,https://www.cantonrep.com/story/news/crime/2022/03/28/canton-police-death-investigation-ellis-ohio-2022/7198399001/
2265164,"March 28, 2022",Oregon,Portland,6300 block of N Marine Dr,0,4,https://www.msn.com/en-us/news/crime/several-hurt-in-shooting-at-portland-street-racing-event/ar-AAVBbJA?ocid=BingNewsSearch
2265149,"March 28, 2022",Tennessee,Nashville,110 Gallatin Ave,0,0,https://www.wsmv.com/2022/03/29/police-arrest-high-school-senior-carrying-gun-school-grounds/
2264964,"March 28, 2022",Minnesota,Minneapolis,S 5th Ave and E Franklin Ave,0,1,https://www.kare11.com/article/news/crime/mpd-1-killed-1-suffers-life-threatening-injuries-in-separate-shootings-south-minneapolis/89-5e847df1-1321-43ba-b7a2-15d0a87d55e8
2264923,"March 28, 2022",Minnesota,Minneapolis,2400 block of Elliot Ave,1,0,https://www.kare11.com/article/news/crime/mpd-1-killed-1-suffers-life-threatening-injuries-in-separate-shootings-south-minneapolis/89-5e847df1-1321-43ba-b7a2-15d0a87d55e8
2265126,"March 28, 2022",Washington,Mountlake Terrace,23508 Peterson Dr,2,0,https://www.heraldnet.com/news/2-dead-in-mountlake-terrace-in-apparent-murder-suicide/
2265107,"March 28, 2022",California,Fresno,4085 N Fruit Ave,1,0,https://abc30.com/fresno-shooting-homicide-man-shot-to-death/11687213/
2264969,"March 28, 2022",Wisconsin,Milwaukee,1700 block of N Holton St,0,1,https://www.cbs58.com/news/mpd-21-year-old-woman-injured-in-shooting-near-citys-lower-east-side
2265078,"March 28, 2022",Massachusetts,Brockton,Kame St,0,1,https://www.necn.com/news/national-international/1-person-injured-in-daytime-shooting-in-brockton/2706839/
2265076,"March 28, 2022",Maryland,Oxon Hill,1400 block Dunwoody Ave,0,1,https://twitter.com/alanhenney/status/1508605993047019528
2265053,"March 28, 2022",New Jersey,Elizabeth,Wyoming Ave and Elmora Ave,0,1,https://www.rlsmedia.com/article/man-found-shot-inside-crashed-car-elizabeth
