id,date,state,county,addr,death,injured,link
2263257,"March 26, 2022",Wisconsin,Richmond,9000 block of Oak Ave,2,0,https://fox11online.com/news/crime/police-presence-investigation-crime-shawano-county-wisconsin
2263183,"March 25, 2022",New York,Bronx,E 144th St and 3rd Ave,0,1,https://nypost.com/2022/03/25/nyc-teen-shot-on-grounds-of-bronx-housing-project/
2263189,"March 25, 2022",New York,Corona (Queens),Springfield Blvd and Horace Harding Expy,0,1,https://nypost.com/2022/03/25/teen-shot-by-classmate-near-queens-high-school/
2263198,"March 25, 2022",New York,Rochester,Kosciusko St and Hudson Ave,0,1,https://www.whec.com/rochester-new-york-news/man-shot-rochester-north-side/6428704/?cat=565
2263124,"March 25, 2022",New York,Brooklyn,127 Riverdale Ave,0,1,https://twitter.com/NYC_Alerts911/status/1507481756752093188
2263057,"March 25, 2022",Minnesota,Saint Paul,1100 University Ave W,0,1,https://www.facebook.com/CRIMEMN/posts/4869324326470624
2263185,"March 25, 2022",New York,Corona (Queens),102-09 188th St,0,1,https://twitter.com/NYC_Alerts911/status/1507431770752442377
2262695,"March 25, 2022",Michigan,Southfield,22490 Saratoga St,1,0,https://www.fox2detroit.com/news/23-year-old-relative-of-elderly-woman-murdered-in-southfield-apartment-arrested?fbclid=IwAR0kUNsZzSpLSBvEqwlQ5SaccgyDqEWiIXDHIN-wNIkZCMqUXGG0iWfYR4s
2263170,"March 25, 2022",Virginia,Richmond,5613 Crenshaw Rd,0,1,https://www.nbc12.com/2022/03/25/man-critical-condition-following-shooting-henrico-apartment-complex/
2263025,"March 25, 2022",California,Sacramento,700 block of Northfield Dr,0,1,https://www.sacbee.com/news/local/crime/article259795410.html
2263154,"March 25, 2022",Michigan,Detroit,13600 block of Cloverlawn Ave,1,0,https://www.facebook.com/TheDetroitScanner/posts/5391824130841598
