id,date,state,county,addr,death,injured,link
2284033,"April 21, 2022",Georgia,Atlanta,445 Cleveland Ave,0,2,https://www.11alive.com/article/news/crime/cleveland-avenue-shooting-atlanta/85-3831f7c8-8031-4edc-96e9-963e34c15968
2284028,"April 21, 2022",Louisiana,Baton Rouge,2136 Lobdell Blvd,0,1,https://www.wafb.com/2022/04/21/mother-hospital-after-being-shot-by-5-year-old/
2283987,"April 21, 2022",Mississippi,Waveland,300 block of Hargett St,1,1,https://www.seacoastecho.com/news/waveland-p-d-probes-early-morning-shooting-deputy-amr-employees-injured-while-transporting-victims/article_a9b1599a-c188-11ec-8c77-f7643bf4337b.html?utm_campaign=blox&utm_source=facebook&utm_medium=social&fbclid=IwAR2PaI2
2284000,"April 21, 2022",Maryland,Baltimore,N/A,0,1,https://baltimore.cbslocal.com/2022/04/21/2-men-wounded-in-pair-of-baltimore-shootings-police-say/
2283994,"April 21, 2022",District of Columbia,Washington,14th St and Columbia Rd NW,0,1,https://trainingtrack.hsema.dc.gov/NRss/RssFeed/AlertDetails/46573
2283973,"April 21, 2022",Utah,West Jordan,8200 S block of 1640 W,0,1,https://www.abc4.com/news/three-14-year-olds-arrested-in-west-jordan-drive-by-shooting/
2283955,"April 21, 2022",Michigan,Detroit,Alameda St,0,1,https://www.clickondetroit.com/news/local/2022/04/21/child-3-shoots-self-with-gun-left-on-bed-detroit-police-say/
2283949,"April 21, 2022",Illinois,Chicago,4100 block of W Cullerton St,0,1,https://home.chicagopolice.org/media_incident/4100-block-of-w-cullerton-on-april-21-2022-approx-250-a-m-10th-dist/
2283945,"April 21, 2022",Illinois,Chicago,50 block of S Laramie Ave,0,1,https://home.chicagopolice.org/media_incident/0-100-block-of-s-laramie-on-april-21-2022-approx-216-a-m-15th-dist/
2283921,"April 21, 2022",Pennsylvania,Pittsburgh,1700 block of Rhine St,0,1,https://patch.com/pennsylvania/pittsburgh/pittsburgh-violence-continues-another-shooting-occurs
2283911,"April 21, 2022",Pennsylvania,Philadelphia,500 block of Marwood Rd,1,0,https://6abc.com/philadelphia-fatal-shooting-olney-ambush-man-shot-after-opening-door-marwood-road/11775965/
2283915,"April 21, 2022",Pennsylvania,Philadelphia,6054 Market St,0,2,https://philadelphia.cbslocal.com/2022/04/21/west-philadelphia-shooting-westside-tavern-market-street/
2283817,"April 21, 2022",Minnesota,Minneapolis,1000 block of Park Ave,0,1,https://twitter.com/CrimeWatchMpls/status/1517025380514816001
2283637,"April 20, 2022",Ohio,Hamilton,2166 Pleasant Ave,0,2,https://www.fox19.com/2022/04/21/2-teens-shot-hamilton-police-say/
2283627,"April 20, 2022",Ohio,Cincinnati,2500 block of Halstead St,1,1,https://www.cincinnati.com/story/news/2022/04/20/police-one-dead-another-wounded-after-shooting-wednesday-evening/7389945001/
