id,date,state,county,addr,death,injured,link
2252422,"March 12, 2022",Louisiana,Baton Rouge,6100 block of Siegen Ln,0,1,https://www.theadvocate.com/baton_rouge/news/article_8fd241d8-a270-11ec-8fbc-4f21c537c5a4.html
2252417,"March 12, 2022",California,San Diego,40th St,0,1,https://fox5sandiego.com/news/local-news/no-sign-of-gunman-who-wounded-teen-in-shooting/
2252414,"March 12, 2022",Texas,Decatur,2700 block of Farm to Market Rd 730 N,0,1,https://twitter.com/DFWscanner/status/1502841906589585409
2252407,"March 12, 2022",Louisiana,Shreveport,3700 block of Fairfield Ave,0,1,https://www.ksla.com/2022/03/12/juvenile-shoots-man-attempt-break-domestic-fight/
2252394,"March 12, 2022",Illinois,Chicago,4100 block of 25th Pl,0,0,https://home.chicagopolice.org/media_incident/4100-block-of-25th-pl-on-march-12-2022-at-approx-520-p-m-10th-district/
2252390,"March 12, 2022",Louisiana,Baton Rouge,7801 Scenic Hwy,1,0,https://www.theadvocate.com/baton_rouge/news/crime_police/article_d97a33f6-a21e-11ec-a05a-afd5e9c88986.html
2252371,"March 12, 2022",Arkansas,Little Rock,5000 block of W 65th St,1,1,https://www.kark.com/crime/one-killed-another-wounded-after-shooting-at-a-little-rock-apartment-complex/
2252376,"March 12, 2022",Alabama,Prattville,100 block of Jones St,0,1,https://www.montgomeryadvertiser.com/story/news/crime/2022/03/12/prattville-al-shooting-police-make-arrest/7015641001/
2252232,"March 12, 2022",Virginia,Richmond,2700 block of Carlisle Ave,0,1,https://www.wric.com/news/local-news/henrico-county/henrico-police-investigating-shooting-on-carlisle-avenue/
2252114,"March 12, 2022",Texas,Killeen,400 block of W Vega Ln,2,1,https://kdhnews.com/news/breaking/killeen-police-3-shot-2-dead-in-southwest-killeen/article_2b5b0e06-a234-11ec-b8d4-c7f55db9f836.html
2252336,"March 12, 2022",Alabama,Waterloo,Lester Hollow Rd,1,0,https://www.waff.com/2022/03/13/deputy-involved-shooting-investigation-underway-waterloo/
2252330,"March 12, 2022",Connecticut,East Hartford,Chapel St and Main St,1,1,https://www.journalinquirer.com/crime_and_courts/man-dies-after-being-shot-in-east-hartford-police/article_ac18dbcc-a20c-11ec-bb4b-8bcc000b9775.html
2252314,"March 12, 2022",Alabama,Decatur,4000 block of Hwy 31 S,1,1,https://www.waaytv.com/news/home-invasion-suspect-killed-in-decatur-officer-involved-shooting/article_8c936af0-a249-11ec-a0fa-eb9542d8c7db.html
2252301,"March 12, 2022",Texas,Fort Worth,6601 block of S Hulen St,0,1,https://www.star-telegram.com/news/local/crime/article259349219.html
2252207,"March 12, 2022",Tennessee,Memphis,2231 Falling Oak Way,1,0,https://wreg.com/news/local/man-dead-after-shooting-in-ne-memphis/
2252263,"March 12, 2022",Idaho,Rexburg,1360 S 12th W,2,0,https://www.eastidahonews.com/2022/03/2-people-dead-at-rexburg-motel/
2252242,"March 12, 2022",New York,New York (Manhattan),54 King St,0,1,https://www.amny.com/new-york/soho-shooting-sleeping-homeless-man-injured/
2252244,"March 12, 2022",Pennsylvania,Philadelphia,300 block of E Ashmead St,1,0,https://philadelphia.cbslocal.com/2022/03/12/philadelphia-shooting-east-germantown-teenager-gunshot-wound-gun-violence/
2252240,"March 12, 2022",North Carolina,Durham,Wabash St and Ridgeway Ave,0,1,https://www.cbs17.com/news/local-news/durham-county-news/man-seriously-injured-in-daytime-durham-shooting/
